# Logger type: CL2000
# HW rev: 8.2x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 6
# Split No.: 1
# Time: 20240727T151951
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
27T151951135;0;e9;2cfeffff003ca05a
27T151951155;0;e9;1cf0ffff0036a06e
27T151951174;0;e9;76f1ffff0038a05a
27T151951194;0;e9;92f2ffff003aa05a
27T151951214;0;e9;c5f3ffff0036a05a
27T151951235;0;e9;44f4ffff003ca05a
27T151951255;0;e9;16f5ffff0036a05a
27T151951274;0;e9;fef6ffff003ca05a
27T151951294;0;e9;a0f7ffff003ea05a
27T151951314;0;e9;f0f8ffff0036a05a
27T151951335;0;e9;a7f9ffff003aa05a
27T151951355;0;e9;43faffff0038a05a
27T151951374;0;e9;18fbffff003ca05a
27T151951394;0;e9;99fcffff0036a05a
27T151951414;0;e9;cefdffff003aa05a
27T151951435;0;e9;2ffeffff003ea05a
27T151951455;0;e9;2bf0ffff0038a05a
27T151951474;0;e9;70f1ffff003ca05a
27T151951494;0;e9;92f2ffff003aa05a
27T151951514;0;e9;caf3ffff003ca05a
27T151951535;0;e9;42f4ffff0038a05a
27T151951555;0;e9;1ff5ffff0038a05a
27T151951574;0;e9;fbf6ffff003aa05a
27T151951594;0;e9;acf7ffff0036a05a
27T151951614;0;e9;faf8ffff003aa05a
27T151951635;0;e9;a7f9ffff003aa05a
27T151951654;0;e9;4afaffff0036a05a
27T151951674;0;e9;18fbffff003ca05a
27T151951694;0;e9;93fcffff003aa05a
27T151951714;0;e9;cdfdffff0038a05a
27T151951735;0;e9;2ffeffff003ea05a
27T151951755;0;e9;2bf0ffff0038a05a
27T151951774;0;e9;70f1ffff003ca05a
27T151951794;0;e9;94f2ffff003ea05a
27T151951814;0;e9;ccf3ffff0038a05a
27T151951835;0;e9;44f4ffff003ca05a
27T151951855;0;e9;1ff5ffff0038a05a
27T151951874;0;e9;fef6ffff003ca05a
27T151951894;0;e9;a5f7ffff0038a05a
27T151951914;0;e9;f9f8ffff0038a05a
27T151951935;0;e9;a1f9ffff003ea05a
27T151951955;0;e9;43faffff0038a05a
27T151951974;0;e9;18fbffff003ca05a
27T151951994;0;e9;93fcffff003aa05a
27T151952014;0;e9;cefdffff003aa05a
27T151952035;0;e9;29feffff003aa05a
27T151952055;0;e9;2bf0ffff0038a05a
27T151952074;0;e9;70f1ffff003ca05a
27T151952094;0;e9;c0f2ffff0038a046
27T151952114;0;e9;ccf3ffff0038a05a
27T151952135;0;e9;44f4ffff003ca05a
27T151952155;0;e9;47f5ffff0036a046
27T151952174;0;e9;f8f6ffff0038a05a
27T151952194;0;e9;a6f7ffff003aa05a
27T151952214;0;e9;f9f8ffff0038a05a
27T151952235;0;e9;f5f9ffff0038a046
27T151952255;0;e9;45faffff003ca05a
27T151952274;0;e9;1bfbffff003ea05a
27T151952294;0;e9;c1fcffff0038a046
27T151952314;0;e9;cbfdffff003ca05a
27T151952335;0;e9;2cfeffff003ca05a
27T151952355;0;e9;2bf0ffff0038a05a
27T151952374;0;e9;70f1ffff003ca05a
27T151952394;0;e9;91f2ffff0038a05a
27T151952414;0;e9;caf3ffff003ca05a
27T151952435;0;e9;44f4ffff003ca05a
27T151952455;0;e9;1cf5ffff003aa05a
27T151952474;0;e9;fef6ffff003ca05a
27T151952494;0;e9;acf7ffff0036a05a
27T151952514;0;e9;bdf8ffff0040a05a
27T151952535;0;e9;a4f9ffff0038a05a
27T151952555;0;e9;43faffff0038a05a
27T151952574;0;e9;5afbffff0040a05a
27T151952594;0;e9;93fcffff003aa05a
27T151952614;0;e9;cbfdffff003ca05a
27T151952635;0;e9;20feffff0034a05a
27T151952655;0;e9;7ff0ffff003ea046
27T151952674;0;e9;70f1ffff003ca05a
27T151952694;0;e9;98f2ffff0036a05a
27T151952714;0;e9;c9f3ffff003ea05a
27T151952735;0;e9;42f4ffff0038a05a
27T151952755;0;e9;19f5ffff003ca05a
27T151952774;0;e9;f8f6ffff0038a05a
27T151952794;0;e9;a6f7ffff003aa05a
27T151952814;0;e9;fff8ffff003ca05a
27T151952835;0;e9;a4f9ffff0038a05a
27T151952855;0;e9;46faffff003ea05a
27T151952874;0;e9;1efbffff0038a05a
27T151952894;0;e9;93fcffff003aa05a
27T151952914;0;e9;cbfdffff003ca05a
27T151952935;0;e9;23feffff0036a05a
27T151952955;0;e9;28f0ffff003aa05a
27T151952974;0;e9;76f1ffff0038a05a
27T151952994;0;e9;97f2ffff003ca05a
27T151953014;0;e9;cff3ffff003aa05a
27T151953035;0;e9;4bf4ffff0036a05a
27T151953055;0;e9;19f5ffff003ca05a
27T151953074;0;e9;f8f6ffff0038a05a
27T151953094;0;e9;a5f7ffff0038a05a
27T151953114;0;e9;fff8ffff003ca05a
27T151953135;0;e9;adf9ffff0036a05a
27T151953155;0;e9;43faffff0038a05a
27T151953174;0;e9;17fbffff0036a05a
27T151953194;0;e9;90fcffff0038a05a
27T151953214;0;e9;c4fdffff0036a05a
27T151953235;0;e9;2afeffff0038a05a
27T151953254;0;e9;28f0ffff003aa05a
27T151953274;0;e9;76f1ffff0038a05a
27T151953294;0;e9;91f2ffff0038a05a
27T151953314;0;e9;c5f3ffff0036a05a
27T151953335;0;e9;42f4ffff0038a05a
27T151953355;0;e9;15f5ffff0034a05a
27T151953374;0;e9;fef6ffff003ca05a
27T151953394;0;e9;acf7ffff0036a05a
27T151953414;0;e9;faf8ffff003aa05a
27T151953435;0;e9;a2f9ffff003ca05a
27T151953455;0;e9;4afaffff0036a05a
27T151953474;0;e9;1bfbffff003ea05a
27T151953494;0;e9;99fcffff0036a05a
27T151953514;0;e9;c8fdffff003ea05a
27T151953535;0;e9;2afeffff0038a05a
27T151953555;0;e9;2bf0ffff0038a05a
27T151953574;0;e9;70f1ffff003ca05a
27T151953594;0;e9;91f2ffff0038a05a
27T151953614;0;e9;cff3ffff003aa05a
27T151953635;0;e9;4bf4ffff0036a05a
27T151953655;0;e9;1cf5ffff003aa05a
27T151953674;0;e9;f1f6ffff0036a05a
27T151953694;0;e9;a5f7ffff0038a05a
27T151953714;0;e9;fff8ffff003ca05a
27T151953735;0;e9;adf9ffff0036a05a
27T151953755;0;e9;46faffff003ea05a
27T151953774;0;e9;1dfbffff003aa05a
27T151953794;0;e9;90fcffff0038a05a
27T151953814;0;e9;cbfdffff003ca05a
27T151953835;0;e9;23feffff0036a05a
27T151953855;0;e9;28f0ffff003aa05a
27T151953874;0;e9;75f1ffff003aa05a
27T151953894;0;e9;97f2ffff003ca05a
27T151953914;0;e9;c5f3ffff0036a05a
27T151953935;0;e9;41f4ffff003aa05a
27T151953955;0;e9;19f5ffff003ca05a
27T151953974;0;e9;fbf6ffff003aa05a
